"fighter0_first_name","fighter0_last_name","fighter1_first_name","fighter1_last_name","event","date","location","gender","weight","title","wasDraw","method","rounds","fight_time","fighter0_nickname","fighter0_wins","fighter0_losses","fighter0_draws","fighter0_height","fighter0_weight","fighter0_reach","fighter0_stance","fighter0_birth_date","fighter1_nickname","fighter1_wins","fighter1_losses","fighter1_draws","fighter1_height","fighter1_weight","fighter1_reach","fighter1_stance","fighter1_birth_date"
"Michelle","Waterson-Gomez","Angela","Hill","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Decision - Split",5,"5:00","The Karate Hottie",18,13,0,"5' 3""","115 lbs.","62""","Orthodox","Jan 06, 1986","Overkill",18,14,0,"5' 3""","115 lbs.","64""","Orthodox","Jan 12, 1985"
"Ottman","Azaitar","Khama","Worthy","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"KO/TKO",1,"1:33","Bulldozer",13,3,0,"5' 8""","155 lbs.","71""","Switch","Feb 20, 1990","The Death Star",16,9,0,"5' 11""","155 lbs.","74""","Orthodox","Oct 15, 1986"
"Roxanne","Modafferi","Andrea","Lee","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Female","Flyweight",0,0,"Decision - Unanimous",3,"5:00","The Happy Warrior",25,21,0,"5' 7""","125 lbs.","69""","Orthodox","Sep 24, 1982","Kgb",13,10,0,"5' 6""","125 lbs.","69""","Orthodox","Feb 11, 1989"
"Ed","Herman","Mike","Rodriguez","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Male","Light Heavyweight",0,0,"Submission",3,"2:41","Short Fuse",27,16,0,"6' 1""","205 lbs.","77""","Orthodox","Oct 02, 1980","Slo Mike",11,7,0,"6' 4""","205 lbs.","82""","Southpaw","Nov 28, 1988"
"King","Green","Alan","Patrick","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","",32,16,1,"5' 10""","155 lbs.","71""","Orthodox","Sep 09, 1986","Nuguette",15,4,0,"5' 11""","155 lbs.","74""","Southpaw","Jul 19, 1983"
"Billy","Quarantillo","Kyle","Nelson","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"KO/TKO",3,"0:07","",18,7,0,"5' 10""","145 lbs.","70""","Orthodox","Dec 08, 1988","The Monster",16,6,1,"5' 11""","145 lbs.","71""","Switch","Apr 20, 1991"
"Julia","Avila","Sijara","Eubanks","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Female","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","Raging Panda",9,4,0,"5' 7""","135 lbs.","68""","Orthodox","May 11, 1988","Sarj",8,7,0,"5' 4""","125 lbs.","67""","Orthodox","Apr 27, 1985"
"Roosevelt","Roberts","Kevin","Croom","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"Overturned",1,"0:31","The Predator",12,6,0,"6' 2""","155 lbs.","73""","Orthodox","Feb 11, 1994","Crash",21,15,0,"5' 11""","135 lbs.","73""","Orthodox","Jul 15, 1987"
"Alexandr","Romanov","Roque","Martinez","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Male","Heavyweight",0,0,"Submission",2,"4:22","King Kong",18,3,0,"6' 2""","262 lbs.","75""","Southpaw","Dec 11, 1990","",15,8,2,"5' 10""","250 lbs.","72""","Orthodox","Mar 04, 1986"
"Brok","Weaver","Jalin","Turner","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Male","Catch Weight",0,0,"Submission",2,"4:20","Chata Tuska",15,6,0,"6' 0""","155 lbs.","73""","Southpaw","Dec 05, 1991","The Tarantula",14,8,0,"6' 3""","155 lbs.","77""","Southpaw","May 18, 1995"
"Bryan","Barberena","Anthony","Ivy","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","Bam Bam",18,12,0,"6' 0""","185 lbs.","72""","Southpaw","May 03, 1989","Aquaman",8,4,0,"6' 2""","185 lbs.","74""","Orthodox","Jan 23, 1990"
"Sabina","Mazo","Justine","Kish","UFC Fight Night: Waterson vs. Hill","September 12, 2020","Las Vegas, Nevada, USA","Female","Flyweight",0,0,"Submission",3,"3:57","Colombian Queen",9,4,0,"5' 7""","125 lbs.","70""","Orthodox","Mar 25, 1997","",7,4,0,"5' 5""","125 lbs.","64""","Orthodox","Apr 13, 1988"
"Alistair","Overeem","Augusto","Sakai","UFC Fight Night: Overeem vs. Sakai","September 05, 2020","Las Vegas, Nevada, USA","Male","Heavyweight",0,0,"KO/TKO",5,"0:26","The Demolition Man",47,19,0,"6' 4""","265 lbs.","80""","Orthodox","May 17, 1980","",16,5,1,"6' 3""","265 lbs.","77""","Orthodox","May 09, 1991"
"Ovince","Saint Preux","Alonzo","Menifield","UFC Fight Night: Overeem vs. Sakai","September 05, 2020","Las Vegas, Nevada, USA","Male","Light Heavyweight",0,0,"KO/TKO",2,"4:07","",27,18,0,"6' 3""","205 lbs.","80""","Southpaw","Apr 08, 1983","Atomic",16,5,1,"6' 0""","205 lbs.","76""","Orthodox","Oct 18, 1987"
"Michel","Pereira","Zelim","Imadaev","UFC Fight Night: Overeem vs. Sakai","September 05, 2020","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Submission",3,"4:39","Demolidor",31,12,0,"6' 1""","185 lbs.","73""","Orthodox","Oct 06, 1993","",8,3,0,"6' 0""","170 lbs.","76""","Orthodox","Jan 25, 1995"
"Andre","Muniz","Bartosz","Fabinski","UFC Fight Night: Overeem vs. Sakai","September 05, 2020","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"Submission",1,"2:42","Sergipano",24,6,0,"6' 1""","185 lbs.","78""","Southpaw","Feb 17, 1990","The Butcher",15,5,0,"6' 0""","170 lbs.","75""","Orthodox","Apr 26, 1986"
"Brian","Kelleher","Ray","Rodriguez","UFC Fight Night: Overeem vs. Sakai","September 05, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Submission",1,"0:39","Boom",24,16,0,"5' 6""","135 lbs.","66""","Switch","Aug 19, 1986","The Judge",16,8,0,"5' 7""","135 lbs.","70""","Orthodox","Dec 10, 1987"
"Viviane","Araujo","Montana","De La Rosa","UFC Fight Night: Overeem vs. Sakai","September 05, 2020","Las Vegas, Nevada, USA","Female","Flyweight",0,0,"Decision - Unanimous",3,"5:00","Vivi",13,6,0,"5' 4""","125 lbs.","68""","Orthodox","Nov 21, 1986","",13,9,1,"5' 7""","125 lbs.","68""","Orthodox","Feb 14, 1995"
"Cole","Smith","Hunter","Azure","UFC Fight Night: Overeem vs. Sakai","September 05, 2020","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","The Cole Train",7,2,0,"5' 11""","135 lbs.","67""","Orthodox","Apr 05, 1989","",9,2,0,"5' 8""","145 lbs.","69""","Orthodox","Mar 02, 1992"
"Anthony","Smith","Aleksandar","Rakic","UFC Fight Night: Smith vs. Rakic","August 29, 2020","Las Vegas, Nevada, USA","Male","Light Heavyweight",0,0,"Decision - Unanimous",3,"5:00","Lionheart",38,21,0,"6' 4""","205 lbs.","76""","Orthodox","Jul 26, 1988","Rocket",14,5,0,"6' 4""","205 lbs.","78""","Orthodox","Feb 06, 1992"
"Robbie","Lawler","Neil","Magny","UFC Fight Night: Smith vs. Rakic","August 29, 2020","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","Ruthless",30,16,0,"5' 11""","170 lbs.","74""","Southpaw","Mar 20, 1982","The Haitian Sensation",29,14,0,"6' 3""","170 lbs.","80""","Orthodox","Aug 03, 1987"
"Ji","Yeon Kim","Alexa","Grasso","UFC Fight Night: Smith vs. Rakic","August 29, 2020","Las Vegas, Nevada, USA","Female","Flyweight",0,0,"Decision - Unanimous",3,"5:00","Firefist",9,7,2,"5' 7""","125 lbs.","72""","Orthodox","Oct 18, 1989","",16,4,1,"5' 5""","125 lbs.","66""","Orthodox","Aug 09, 1993"
"Ricardo","Lamas","Bill","Algeo","UFC Fight Night: Smith vs. Rakic","August 29, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","The Bully",20,8,0,"5' 8""","145 lbs.","71""","Orthodox","May 21, 1982","Senor Perfecto",18,9,0,"6' 0""","145 lbs.","73""","Switch","Jun 09, 1989"
"Maki","Pitolo","Impa","Kasanganay","UFC Fight Night: Smith vs. Rakic","August 29, 2020","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","Coconut Bombz",13,9,0,"5' 10""","185 lbs.","75""","Orthodox","Nov 24, 1990","Tshilobo",9,2,0,"5' 11""","170 lbs.","75""","Orthodox","Jan 17, 1994"
"Alessio","Di Chirico","Zak","Cummings","UFC Fight Night: Smith vs. Rakic","August 29, 2020","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","Manzo",13,7,0,"6' 0""","185 lbs.","74""","Orthodox","Dec 12, 1989","",25,7,0,"6' 0""","205 lbs.","75""","Southpaw","Aug 02, 1984"
"Alex","Caceres","Austin","Springer","UFC Fight Night: Smith vs. Rakic","August 29, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Submission",1,"3:38","Bruce Leeroy",21,15,0,"5' 10""","145 lbs.","73""","Southpaw","Jun 20, 1988","",12,4,0,"5' 8""","145 lbs.","71""","Orthodox","May 12, 1987"
"Sean","Brady","Christian","Aguilera","UFC Fight Night: Smith vs. Rakic","August 29, 2020","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Submission",2,"1:47","",17,1,0,"5' 10""","170 lbs.","72""","Orthodox","Nov 23, 1992","The Beast",14,8,0,"5' 9""","170 lbs.","72""","Switch","Nov 25, 1991"
"Polyana","Viana","Emily","Whitmire","UFC Fight Night: Smith vs. Rakic","August 29, 2020","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Submission",1,"1:53","Dama De Ferro",13,7,0,"5' 5""","115 lbs.","67""","Orthodox","Jun 14, 1992","Spitfire",4,5,0,"5' 5""","125 lbs.","63""","Orthodox","May 24, 1991"
"Mallory","Martin","Hannah","Cifers","UFC Fight Night: Smith vs. Rakic","August 29, 2020","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Submission",2,"1:33","",7,5,0,"5' 4""","115 lbs.","63""","Orthodox","Jan 29, 1994","Shockwave",10,7,0,"5' 1""","115 lbs.","62""","Orthodox","Jun 26, 1992"
"Pedro","Munhoz","Frankie","Edgar","UFC Fight Night: Munhoz vs. Edgar","August 22, 2020","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"Decision - Split",5,"5:00","The Young Punisher",20,10,0,"5' 6""","135 lbs.","65""","Orthodox","Sep 07, 1986","The Answer",23,11,1,"5' 6""","135 lbs.","68""","Orthodox","Oct 16, 1981"
"Marcin","Prachnio","Mike","Rodriguez","UFC Fight Night: Munhoz vs. Edgar","August 22, 2020","Las Vegas, Nevada, USA","Male","Light Heavyweight",0,0,"KO/TKO",1,"2:17","",17,8,0,"6' 3""","205 lbs.","74""","Orthodox","Jul 14, 1988","Slo Mike",11,7,0,"6' 4""","205 lbs.","82""","Southpaw","Nov 28, 1988"
"Austin","Hubbard","Joe","Solecki","UFC Fight Night: Munhoz vs. Edgar","August 22, 2020","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"Submission",1,"3:51","Thud",17,8,0,"5' 10""","155 lbs.","71""","Orthodox","Dec 22, 1991","",13,6,0,"5' 9""","155 lbs.","70""","Orthodox","Aug 27, 1993"
"Mariya","Agapova","Shana","Dobson","UFC Fight Night: Munhoz vs. Edgar","August 22, 2020","Las Vegas, Nevada, USA","Female","Flyweight",0,0,"KO/TKO",2,"1:38","Money Mashka",10,5,0,"5' 6""","125 lbs.","68""","Southpaw","Apr 07, 1997","Danger",4,5,0,"5' 6""","125 lbs.","69""","Orthodox","Mar 30, 1989"
"Daniel","Rodriguez","Dwight","Grant","UFC Fight Night: Munhoz vs. Edgar","August 22, 2020","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"KO/TKO",1,"2:24","D-rod",18,5,0,"6' 1""","170 lbs.","74""","Southpaw","Dec 31, 1986","The Body Snatcher",11,6,0,"6' 1""","185 lbs.","76""","Switch","Sep 14, 1984"
"Amanda","Lemos","Mizuki","","UFC Fight Night: Munhoz vs. Edgar","August 22, 2020","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Decision - Unanimous",3,"5:00","",14,4,1,"5' 4""","115 lbs.","65""","Southpaw","May 22, 1987","",15,6,0,"5' 3""","115 lbs.","65""","Orthodox","Aug 19, 1994"
"Ike","Villanueva","Jordan","Wright","UFC Fight Night: Munhoz vs. Edgar","August 22, 2020","Las Vegas, Nevada, USA","Male","Light Heavyweight",0,0,"TKO - Doctor's Stoppage",1,"1:31","Hurricane",18,14,0,"6' 1""","205 lbs.","73""","Orthodox","Apr 04, 1984","The Beverly Hills Ninja",12,5,0,"6' 2""","205 lbs.","77""","Orthodox","Oct 07, 1991"
"Carlton","Minus","Matthew","Semelsberger","UFC Fight Night: Munhoz vs. Edgar","August 22, 2020","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","Clutch",10,3,0,"5' 10""","170 lbs.","75""","Orthodox","Apr 26, 1993","Semi The Jedi",11,8,0,"6' 1""","170 lbs.","75""","Switch","Nov 23, 1992"
"Timur","Valiev","Trevin","Jones","UFC Fight Night: Munhoz vs. Edgar","August 22, 2020","Las Vegas, Nevada, USA","Male","Catch Weight",0,0,"Overturned",2,"1:59","Lucky",18,3,0,"5' 6""","135 lbs.","67""","Orthodox","Jan 19, 1990","5 Star",13,10,0,"5' 7""","135 lbs.","70""","Southpaw","Aug 04, 1990"
"Stipe","Miocic","Daniel","Cormier","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Male","Heavyweight",1,0,"Decision - Unanimous",5,"5:00","",20,5,0,"6' 4""","240 lbs.","80""","Orthodox","Aug 19, 1982","Dc",22,3,0,"5' 11""","235 lbs.","72""","Orthodox","Mar 20, 1979"
"Sean","O'Malley","Marlon","Vera","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"KO/TKO",1,"4:40","Suga",18,2,0,"5' 11""","135 lbs.","72""","Switch","Oct 24, 1994","Chito",23,10,1,"5' 8""","135 lbs.","70""","Switch","Dec 02, 1992"
"Junior","Dos Santos","Jairzinho","Rozenstruik","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Male","Heavyweight",0,0,"KO/TKO",2,"3:47","Cigano",21,9,0,"6' 4""","238 lbs.","77""","Orthodox","Jan 30, 1984","Bigi Boy",15,6,0,"6' 2""","242 lbs.","78""","Orthodox","Mar 17, 1988"
"Herbert","Burns","Daniel","Pineda","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"KO/TKO",2,"4:37","The Blaze",11,6,0,"5' 9""","145 lbs.","73""","Orthodox","Feb 02, 1988","The Pit",28,17,0,"5' 7""","145 lbs.","69""","Orthodox","Aug 06, 1985"
"John","Dodson","Merab","Dvalishvili","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","The Magician",22,12,0,"5' 3""","135 lbs.","66""","Orthodox","Sep 26, 1984","The Machine",19,4,0,"5' 6""","135 lbs.","68""","Orthodox","Jan 10, 1991"
"Jim","Miller","Vinc","Pichel","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","A-10",38,18,0,"5' 8""","155 lbs.","71""","Southpaw","Aug 30, 1983","From Hell",14,4,0,"5' 10""","155 lbs.","72""","Orthodox","Nov 23, 1982"
"Felice","Herrig","Virna","Jandiroba","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Submission",1,"1:44","Lil Bulldog",14,10,0,"5' 4""","115 lbs.","65""","Orthodox","Sep 18, 1984","Carcara",21,3,0,"5' 3""","115 lbs.","64""","Orthodox","May 30, 1988"
"TJ","Brown","Danny","Chavez","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","Downtown",17,11,0,"5' 9""","145 lbs.","72""","Switch","May 22, 1990","The Colombian Warrior",11,5,1,"5' 8""","145 lbs.","67""","Orthodox","Mar 14, 1987"
"Ashley","Yoder","Livinha","Souza","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Decision - Unanimous",3,"5:00","Spidermonkey",8,9,0,"5' 7""","115 lbs.","69""","Southpaw","Oct 20, 1987","The Brazilian Gangsta",14,4,0,"5' 3""","115 lbs.","63""","Orthodox","Mar 11, 1991"
"Chris","Daukaus","Parker","Porter","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Male","Heavyweight",0,0,"KO/TKO",1,"4:28","",12,7,0,"6' 3""","205 lbs.","76""","Orthodox","Sep 25, 1989","",14,9,0,"6' 0""","265 lbs.","75""","Orthodox","Apr 22, 1985"
"Kai","Kamaka","Tony","Kelley","UFC 252: Miocic vs. Cormier 3","August 15, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","The Fighting Hawaiian",8,4,1,"5' 7""","145 lbs.","69""","Orthodox","Jan 05, 1995","Primetime",8,3,0,"5' 9""","135 lbs.","70""","Switch","Jan 21, 1987"
"Derrick","Lewis","Aleksei","Oleinik","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Heavyweight",0,0,"KO/TKO",2,"0:21","The Black Beast",28,12,0,"6' 3""","260 lbs.","79""","Orthodox","Feb 07, 1985","The Boa Constrictor",60,17,1,"6' 2""","240 lbs.","80""","Orthodox","Jun 20, 1977"
"Omari","Akhmedov","Chris","Weidman","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","Wolverine",21,6,1,"6' 0""","185 lbs.","73""","Orthodox","Oct 12, 1987","The All-american",16,8,0,"6' 2""","185 lbs.","78""","Orthodox","Jun 17, 1984"
"Maki","Pitolo","Darren","Stewart","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"Submission",1,"3:41","Coconut Bombz",13,9,0,"5' 10""","185 lbs.","75""","Orthodox","Nov 24, 1990","The Dentist",12,8,0,"6' 0""","205 lbs.","74""","Orthodox","Dec 30, 1990"
"Yana","Santos","Julija","Stoliarenko","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Female","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","",15,8,0,"5' 6""","135 lbs.","68""","Orthodox","Nov 11, 1989","",11,9,2,"5' 7""","125 lbs.","66""","Orthodox","Apr 08, 1993"
"Beneil","Dariush","Scott","Holtzman","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"KO/TKO",1,"4:38","",22,6,1,"5' 10""","155 lbs.","72""","Southpaw","May 06, 1989","Hot Sauce",14,6,0,"5' 9""","155 lbs.","69""","Orthodox","Sep 30, 1983"
"Tim","Means","Laureano","Staropoli","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","The Dirty Bird",33,17,1,"6' 2""","170 lbs.","75""","Orthodox","Feb 20, 1984","Pepi",9,5,0,"6' 1""","185 lbs.","71""","Orthodox","Feb 27, 1993"
"Kevin","Holland","Joaquin","Buckley","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"KO/TKO",3,"0:32","Trailblazer",26,13,0,"6' 3""","170 lbs.","81""","Orthodox","Nov 05, 1992","New Mansa",21,6,0,"5' 10""","170 lbs.","76""","Southpaw","Apr 27, 1994"
"Nasrat","Haqparast","Alexander","Munoz","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","",17,5,0,"5' 10""","155 lbs.","72""","Southpaw","Aug 22, 1995","",7,2,0,"5' 9""","155 lbs.","72""","Switch","Feb 27, 1990"
"Andrew","Sanchez","Wellington","Turman","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"KO/TKO",1,"4:14","El Dirte",13,7,0,"6' 1""","185 lbs.","74""","Orthodox","Apr 08, 1988","The Prodigy",18,8,0,"6' 0""","170 lbs.","72""","Orthodox","Jul 22, 1996"
"Gavin","Tucker","Justin","Jaynes","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Submission",3,"1:43","Guv'nor",13,3,0,"5' 6""","145 lbs.","66""","Southpaw","Jun 17, 1986","The Guitar Hero",16,8,0,"5' 7""","145 lbs.","68""","Orthodox","Aug 10, 1989"
"Youssef","Zalal","Peter","Barrett","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","The Moroccan Devil",17,5,1,"5' 10""","145 lbs.","72""","Switch","Sep 04, 1996","Slippery",11,5,0,"5' 10""","145 lbs.","73""","Southpaw","Aug 10, 1986"
"Irwin","Rivera","Ali","AlQaisi","UFC Fight Night: Lewis vs. Oleinik","August 08, 2020","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"Decision - Split",3,"5:00","The Beast",10,6,0,"5' 6""","135 lbs.","67""","Southpaw","Feb 14, 1989","The Royal Fighter",8,5,0,"5' 6""","135 lbs.","68""","Orthodox","Sep 23, 1990"
"Derek","Brunson","Edmen","Shahbazyan","UFC Fight Night: Brunson vs. Shahbazyan","August 01, 2020","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"KO/TKO",3,"0:26","The One",23,9,0,"6' 1""","185 lbs.","77""","Southpaw","Jan 04, 1984","The Golden Boy",14,5,0,"6' 2""","185 lbs.","74""","Orthodox","Nov 20, 1997"
"Joanne","Wood","Jennifer","Maia","UFC Fight Night: Brunson vs. Shahbazyan","August 01, 2020","Las Vegas, Nevada, USA","Female","Flyweight",0,0,"Submission",1,"4:29","Jojo",17,8,0,"5' 6""","125 lbs.","65""","Orthodox","Dec 23, 1985","",21,10,1,"5' 4""","125 lbs.","64""","Orthodox","Oct 06, 1988"
"Vicente","Luque","Randy","Brown","UFC Fight Night: Brunson vs. Shahbazyan","August 01, 2020","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"KO/TKO",2,"4:56","The Silent Assassin",23,10,1,"5' 11""","170 lbs.","75""","Orthodox","Nov 27, 1991","Rudeboy",19,6,0,"6' 3""","170 lbs.","78""","Orthodox","Jul 08, 1990"
"Lando","Vannata","King","Green","UFC Fight Night: Brunson vs. Shahbazyan","August 01, 2020","Las Vegas, Nevada, USA","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","Groovy",12,7,2,"5' 9""","155 lbs.","71""","Orthodox","Mar 14, 1992","",32,16,1,"5' 10""","155 lbs.","71""","Orthodox","Sep 09, 1986"
"Frankie","Saenz","Jonathan","Martinez","UFC Fight Night: Brunson vs. Shahbazyan","August 01, 2020","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"KO/TKO",3,"0:57","",13,7,0,"5' 6""","135 lbs.","66""","Orthodox","Aug 12, 1980","Dragon",19,6,0,"5' 8""","135 lbs.","70""","Southpaw","Apr 20, 1994"
"Johnny","Munoz","Nate","Maness","UFC Fight Night: Brunson vs. Shahbazyan","August 01, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","Kid Kvenbo",12,4,0,"5' 9""","135 lbs.","71""","Orthodox","Feb 16, 1993","Mayhem",16,3,0,"5' 10""","125 lbs.","72""","Orthodox","Jun 27, 1991"
"Jamall","Emmers","Vince","Cachero","UFC Fight Night: Brunson vs. Shahbazyan","August 01, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","Pretty Boy",20,8,0,"5' 10""","145 lbs.","74""","Orthodox","Jul 24, 1989","The Anomaly",7,4,0,"5' 6""","145 lbs.","68""","Orthodox","Nov 07, 1989"
"Chris","Gutierrez","Cody","Durden","UFC Fight Night: Brunson vs. Shahbazyan","August 01, 2020","Las Vegas, Nevada, USA","Male","Bantamweight",0,1,"Decision - Unanimous",3,"5:00","El Guapo",21,6,2,"5' 9""","135 lbs.","67""","Orthodox","Apr 22, 1991","Custom Made",17,7,1,"5' 7""","125 lbs.","67""","Southpaw","Mar 29, 1991"
"Robert","Whittaker","Darren","Till","UFC Fight Night: Whittaker vs. Till","July 25, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Middleweight",0,0,"Decision - Unanimous",5,"5:00","The Reaper",27,8,0,"6' 0""","185 lbs.","73""","Orthodox","Dec 20, 1990","The Gorilla",18,5,1,"6' 0""","185 lbs.","74""","Southpaw","Dec 24, 1992"
