"fighter0_first_name","fighter0_last_name","fighter1_first_name","fighter1_last_name","event","date","location","gender","weight","title","wasDraw","method","rounds","fight_time","fighter0_nickname","fighter0_wins","fighter0_losses","fighter0_draws","fighter0_height","fighter0_weight","fighter0_reach","fighter0_stance","fighter0_birth_date","fighter1_nickname","fighter1_wins","fighter1_losses","fighter1_draws","fighter1_height","fighter1_weight","fighter1_reach","fighter1_stance","fighter1_birth_date"
"Robert","Whittaker","Jared","Cannonier","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","The Reaper",27,8,0,"6' 0""","185 lbs.","73""","Orthodox","Dec 20, 1990","The Killa Gorilla",18,8,0,"5' 11""","185 lbs.","77""","Switch","Mar 16, 1984"
"Alexander","Volkov","Walt","Harris","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Heavyweight",0,0,"KO/TKO",2,"1:15","Drago",38,11,0,"6' 7""","250 lbs.","80""","Orthodox","Oct 24, 1988","The Big Ticket",13,10,0,"6' 5""","250 lbs.","77""","Southpaw","Jun 10, 1983"
"Jacob","Malkoun","Phil","Hawes","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Middleweight",0,0,"KO/TKO",1,"0:18","Mamba",8,3,0,"5' 9""","185 lbs.","73""","Orthodox","Aug 26, 1995","No Hype",12,6,0,"6' 0""","185 lbs.","77""","Orthodox","Jan 08, 1989"
"Lauren","Murphy","Liliya","Shakirova","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Female","Flyweight",0,0,"Submission",2,"3:31","Lucky",16,6,0,"5' 5""","125 lbs.","67""","Orthodox","Jul 27, 1983","",8,2,0,"5' 4""","125 lbs.","65""","Orthodox","Oct 24, 1991"
"Magomed","Ankalaev","Ion","Cutelaba","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Light Heavyweight",0,0,"KO/TKO",1,"4:19","",20,1,1,"6' 3""","205 lbs.","75""","Orthodox","Jun 02, 1992","The Hulk",19,10,1,"6' 1""","205 lbs.","75""","Southpaw","Dec 14, 1993"
"Stefan","Struve","Tai","Tuivasa","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Heavyweight",0,0,"KO/TKO",1,"4:59","Skyscraper",33,13,0,"6' 11""","265 lbs.","84""","Orthodox","Feb 18, 1988","Bam Bam",15,8,0,"6' 2""","264 lbs.","75""","Southpaw","Mar 16, 1993"
"Nathaniel","Wood","Casey","Kenney","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Catch Weight",0,0,"Decision - Unanimous",3,"5:00","The Prospect",20,6,0,"5' 6""","145 lbs.","69""","Orthodox","May 08, 1993","",16,4,1,"5' 7""","135 lbs.","68""","Southpaw","Mar 20, 1991"
"Alex","Oliveira","Shavkat","Rakhmonov","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Welterweight",0,0,"Submission",1,"4:40","Cowboy",22,12,1,"5' 11""","170 lbs.","76""","Orthodox","Feb 21, 1988","Nomad",19,0,0,"6' 1""","170 lbs.","77""","Orthodox","Oct 23, 1994"
"Da","Woon Jung","Sam","Alvey","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Light Heavyweight",0,1,"Decision - Split",3,"5:00","Sseda",15,6,1,"6' 4""","205 lbs.","78""","Orthodox","Dec 07, 1993","Smile'n",33,18,1,"6' 2""","185 lbs.","75""","Southpaw","May 06, 1986"
"Liana","Jojua","Miranda","Maverick","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Female","Flyweight",0,0,"TKO - Doctor's Stoppage",1,"5:00","She Wolf",8,5,0,"5' 4""","125 lbs.","62""","Orthodox","Mar 22, 1995","Fear The",17,5,0,"5' 3""","125 lbs.","65""","Southpaw","Jul 01, 1997"
"Joel","Alvarez","Alexander","Yakovlev","UFC 254: Khabib vs. Gaethje","October 24, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Lightweight",0,0,"Submission",1,"3:00","El Fenomeno",22,3,0,"6' 3""","155 lbs.","77""","Orthodox","Mar 02, 1993","Russian Thunder",24,10,1,"6' 3""","155 lbs.","74""","Southpaw","Jul 18, 1984"
"Brian","Ortega","Chan","Sung Jung","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Featherweight",0,0,"Decision - Unanimous",5,"5:00","T-city",16,4,0,"5' 8""","145 lbs.","69""","Switch","Feb 21, 1991","The Korean Zombie",17,8,0,"5' 7""","145 lbs.","72""","Orthodox","Mar 17, 1987"
"Katlyn","Cerminara","Jessica","Andrade","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Female","Flyweight",0,0,"KO/TKO",1,"4:55","Blonde Fighter",18,6,0,"5' 9""","125 lbs.","68""","Orthodox","Dec 28, 1988","Bate Estaca",26,13,0,"5' 1""","125 lbs.","62""","Orthodox","Sep 25, 1991"
"Jimmy","Crute","Modestas","Bukauskas","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Light Heavyweight",0,0,"KO/TKO",1,"2:01","",12,4,2,"6' 2""","205 lbs.","74""","Orthodox","Mar 04, 1996","The Baltic Gladiator",17,6,0,"6' 3""","205 lbs.","78""","Switch","Feb 10, 1994"
"Claudio","Silva","James","Krause","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","Hannibal",14,4,0,"5' 11""","170 lbs.","71""","Southpaw","Sep 06, 1982","The",28,9,0,"6' 2""","170 lbs.","73""","Orthodox","Jun 04, 1986"
"Thomas","Almeida","Jonathan","Martinez","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","Thominhas",22,5,0,"5' 7""","145 lbs.","70""","Southpaw","Jul 31, 1991","Dragon",19,6,0,"5' 8""","135 lbs.","70""","Southpaw","Apr 20, 1994"
"Mateusz","Gamrot","Guram","Kutateladze","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Lightweight",0,0,"Decision - Split",3,"5:00","Gamer",24,3,0,"5' 10""","155 lbs.","70""","Southpaw","Dec 11, 1990","Georgian Viking",13,4,0,"5' 11""","155 lbs.","72""","Orthodox","Jan 08, 1992"
"Gillian","Robertson","Poliana","Botelho","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Female","Flyweight",0,0,"Decision - Unanimous",3,"5:00","The Savage",15,8,0,"5' 5""","115 lbs.","63""","Orthodox","May 17, 1995","",8,5,0,"5' 8""","125 lbs.","67""","Orthodox","Dec 15, 1988"
"JunYong","Park","John","Phillips","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","The Iron Turtle",18,6,0,"5' 10""","185 lbs.","73""","Orthodox","Feb 27, 1991","The Welsh Wrecking Machine",22,11,0,"5' 11""","185 lbs.","75""","Southpaw","Jun 09, 1985"
"Jamie","Mullarkey","Fares","Ziam","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","",17,8,0,"6' 0""","155 lbs.","74""","Orthodox","Aug 17, 1994","Smile Killer",17,4,0,"6' 1""","155 lbs.","75""","Orthodox","Mar 21, 1997"
"Gadzhimurad","Antigulov","Maxim","Grishin","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Light Heavyweight",0,0,"KO/TKO",2,"4:58","",20,8,0,"5' 11""","205 lbs.","70""","Orthodox","Feb 09, 1987","Maximus",32,10,2,"6' 3""","205 lbs.","78""","Orthodox","May 02, 1984"
"Said","Nurmagomedov","Mark","Striegl","UFC Fight Night: Ortega vs. The Korean Zombie","October 17, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Bantamweight",0,0,"KO/TKO",1,"0:51","",18,4,0,"5' 8""","135 lbs.","70""","Orthodox","Apr 05, 1992","Mugen",18,4,0,"5' 8""","145 lbs.","70""","Southpaw","Jun 23, 1988"
"Marlon","Moraes","Cory","Sandhagen","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Bantamweight",0,0,"KO/TKO",2,"1:03","Magic",23,10,1,"5' 6""","135 lbs.","67""","Orthodox","Apr 26, 1988","",17,5,0,"5' 11""","135 lbs.","70""","Switch","Apr 20, 1992"
"Edson","Barboza","Makwan","Amirkhani","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","Junior",24,12,0,"5' 11""","145 lbs.","75""","Orthodox","Jan 21, 1986","Mr. Finland",17,9,0,"5' 10""","145 lbs.","72""","Southpaw","Nov 08, 1988"
"Ben","Rothwell","Marcin","Tybura","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Heavyweight",0,0,"Decision - Unanimous",3,"5:00","",39,14,0,"6' 4""","265 lbs.","78""","Orthodox","Oct 17, 1981","Tybur",26,9,0,"6' 3""","249 lbs.","78""","Orthodox","Nov 09, 1985"
"Markus","Perez","Dricus","Du Plessis","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Middleweight",0,0,"KO/TKO",1,"3:22","Maluko",12,5,0,"6' 1""","185 lbs.","73""","Orthodox","Jun 22, 1988","Stillknocks",23,2,0,"6' 1""","185 lbs.","76""","Switch","Jan 14, 1994"
"Tom","Aspinall","Alan","Baudot","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Heavyweight",0,0,"KO/TKO",1,"1:35","",15,3,0,"6' 5""","256 lbs.","78""","Orthodox","Apr 11, 1993","The Black Samourai",8,3,0,"6' 3""","243 lbs.","79""","Orthodox","Feb 01, 1988"
"Youssef","Zalal","Ilia","Topuria","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","The Moroccan Devil",17,5,1,"5' 10""","145 lbs.","72""","Switch","Sep 04, 1996","El Matador",16,0,0,"5' 7""","145 lbs.","69""","Orthodox","Jan 21, 1997"
"Tom","Breese","KB","Bhullar","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Middleweight",0,0,"KO/TKO",1,"1:42","",12,3,0,"6' 3""","185 lbs.","73""","Southpaw","Sep 26, 1991","The Bengal",8,2,0,"6' 4""","185 lbs.","78""","Switch","Oct 12, 1991"
"Chris","Daukaus","Rodrigo","Nascimento","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Heavyweight",0,0,"KO/TKO",1,"0:45","",12,7,0,"6' 3""","205 lbs.","76""","Orthodox","Sep 25, 1989","Ze Colmeia",11,3,0,"6' 2""","246 lbs.","80""","Orthodox","Nov 26, 1992"
"Impa","Kasanganay","Joaquin","Buckley","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Middleweight",0,0,"KO/TKO",2,"2:03","Tshilobo",9,2,0,"5' 11""","170 lbs.","75""","Orthodox","Jan 17, 1994","New Mansa",21,6,0,"5' 10""","170 lbs.","76""","Southpaw","Apr 27, 1994"
"Ali","AlQaisi","Tony","Kelley","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","The Royal Fighter",8,5,0,"5' 6""","135 lbs.","68""","Orthodox","Sep 23, 1990","Primetime",8,3,0,"5' 9""","135 lbs.","70""","Switch","Jan 21, 1987"
"Giga","Chikadze","Omar","Morales","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Featherweight",0,0,"Decision - Unanimous",3,"5:00","Ninja",15,4,0,"6' 0""","145 lbs.","74""","Orthodox","Aug 25, 1988","Venezuelan Fighter",11,4,0,"5' 11""","155 lbs.","73""","Orthodox","Oct 17, 1985"
"Tracy","Cortez","Stephanie","Egger","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Female","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","",11,2,0,"5' 5""","125 lbs.","65""","Orthodox","Dec 10, 1993","",8,5,0,"5' 6""","135 lbs.","68""","Orthodox","Aug 12, 1988"
"Bruno","Silva","Tagir","Ulanbekov","UFC Fight Night: Moraes vs. Sandhagen","October 10, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Flyweight",0,0,"Decision - Unanimous",3,"5:00","Bulldog",14,6,2,"5' 4""","125 lbs.","65""","Orthodox","Mar 16, 1990","",16,2,0,"5' 7""","125 lbs.","70""","Southpaw","Aug 07, 1991"
"Holly","Holm","Irene","Aldana","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Female","Bantamweight",0,0,"Decision - Unanimous",5,"5:00","The Preacher's Daughter",15,7,0,"5' 8""","135 lbs.","69""","Southpaw","Oct 17, 1981","",15,8,0,"5' 9""","135 lbs.","68""","Orthodox","Mar 26, 1988"
"Yorgan","De Castro","Carlos","Felipe","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Heavyweight",0,0,"Decision - Unanimous",3,"5:00","The Mad Titan",6,3,0,"6' 0""","250 lbs.","74""","Orthodox","Dec 19, 1986","Boi",11,2,0,"6' 0""","245 lbs.","75""","Orthodox","Jan 12, 1995"
"Germaine","de Randamie","Julianna","Pena","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Female","Bantamweight",0,0,"Submission",3,"3:25","The Iron Lady",10,5,0,"5' 9""","135 lbs.","71""","Orthodox","Apr 24, 1984","The Venezuelan Vixen",13,5,0,"5' 6""","135 lbs.","69""","Orthodox","Aug 19, 1989"
"Kyler","Phillips","Cameron","Else","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Bantamweight",0,0,"KO/TKO",2,"0:44","The Matrix",12,3,0,"5' 8""","135 lbs.","72""","Orthodox","Jun 12, 1995","Camchida",10,6,0,"5' 9""","135 lbs.","71""","Switch","Apr 27, 1987"
"Dequan","Townsend","Dusko","Todorovic","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Middleweight",0,0,"KO/TKO",2,"3:15","The Tarantula",21,12,0,"6' 3""","205 lbs.","79""","Orthodox","May 11, 1986","Thunder",12,5,0,"6' 1""","185 lbs.","74""","Orthodox","May 19, 1994"
"Carlos","Condit","Court","McGee","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","The Natural Born Killer",32,14,0,"6' 2""","170 lbs.","75""","Orthodox","Apr 26, 1984","The Crusher",23,13,0,"5' 11""","170 lbs.","75""","Orthodox","Dec 12, 1984"
"Charles","Jourdain","Josh","Culibao","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Featherweight",0,1,"Decision - Split",3,"5:00","Air",16,8,1,"5' 9""","135 lbs.","69""","Switch","Nov 27, 1995","Kuya",11,4,1,"5' 10""","145 lbs.","73""","Orthodox","May 24, 1994"
"Jordan","Williams","Nassourdine","Imavov","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Middleweight",0,0,"Decision - Unanimous",3,"5:00","Bomaye",9,6,0,"6' 1""","185 lbs.","75""","Southpaw","Oct 13, 1990","The Sniper",16,4,0,"6' 3""","185 lbs.","75""","Orthodox","Mar 01, 1995"
"Loma","Lookboonmee","Jinh","Yu Frey","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Female","Strawweight",0,0,"Decision - Unanimous",3,"5:00","",9,3,0,"5' 1""","115 lbs.","61""","Orthodox","Jan 18, 1996","",11,10,0,"5' 3""","115 lbs.","65""","Southpaw","May 20, 1985"
"Casey","Kenney","Alatengheili","","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","",16,4,1,"5' 7""","135 lbs.","68""","Southpaw","Mar 20, 1991","The Mongolian Knight",17,9,2,"5' 5""","135 lbs.","66""","Orthodox","Dec 14, 1991"
"Luigi","Vendramini","Jessin","Ayari","UFC Fight Night: Holm vs. Aldana","October 03, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Lightweight",0,0,"KO/TKO",1,"1:12","The Italian Stallion",9,3,0,"5' 8""","155 lbs.","73""","Orthodox","Jan 16, 1996","",16,6,0,"6' 0""","155 lbs.","73""","Orthodox","May 31, 1992"
"Israel","Adesanya","Paulo","Costa","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Middleweight",1,0,"KO/TKO",2,"3:59","The Last Stylebender",24,5,0,"6' 4""","185 lbs.","80""","Switch","Jul 22, 1989","The Eraser",14,4,0,"6' 1""","185 lbs.","72""","Orthodox","Apr 21, 1991"
"Dominick","Reyes","Jan","Blachowicz","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Light Heavyweight",1,0,"KO/TKO",2,"4:36","The Devastator",14,4,0,"6' 4""","205 lbs.","77""","Southpaw","Dec 26, 1989","",29,10,1,"6' 2""","205 lbs.","78""","Orthodox","Feb 24, 1983"
"Kai","Kara-France","Brandon","Royval","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Flyweight",0,0,"Submission",2,"0:48","Don't Blink",25,11,0,"5' 4""","125 lbs.","69""","Orthodox","Mar 26, 1993","Raw Dawg",17,7,0,"5' 9""","125 lbs.","68""","Southpaw","Aug 16, 1992"
"Ketlen","Vieira","Sijara","Eubanks","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Female","Bantamweight",0,0,"Decision - Unanimous",3,"5:00","Fenomeno",14,4,0,"5' 8""","135 lbs.","68""","Orthodox","Aug 26, 1991","Sarj",8,7,0,"5' 4""","125 lbs.","67""","Orthodox","Apr 27, 1985"
"Hakeem","Dawodu","Zubaira","Tukhugov","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Featherweight",0,0,"Decision - Split",3,"5:00","Mean",13,4,1,"5' 8""","145 lbs.","73""","Orthodox","Jul 02, 1991","Warrior",20,6,1,"5' 8""","155 lbs.","68""","Orthodox","Jan 15, 1991"
"Brad","Riddell","Alex","Da Silva","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Lightweight",0,0,"Decision - Unanimous",3,"5:00","Quake",10,4,0,"5' 7""","155 lbs.","71""","Orthodox","Sep 30, 1991","Leko",21,4,0,"5' 8""","155 lbs.","73""","Orthodox","Feb 04, 1996"
"Diego","Sanchez","Jake","Matthews","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Welterweight",0,0,"Decision - Unanimous",3,"5:00","Nightmare",31,13,0,"5' 10""","170 lbs.","72""","Southpaw","Dec 31, 1981","The Celtic Kid",21,7,0,"5' 11""","170 lbs.","73""","Orthodox","Aug 19, 1994"
"Shane","Young","Ludovit","Klein","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Featherweight",0,0,"KO/TKO",1,"1:16","Smokin'",13,8,0,"5' 8""","145 lbs.","72""","Orthodox","Jul 31, 1993","Mr. Highlight",23,4,1,"5' 7""","155 lbs.","72""","Southpaw","Feb 22, 1995"
"William","Knight","Aleksa","Camur","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Light Heavyweight",0,0,"Decision - Unanimous",3,"5:00","Knightmare",11,5,0,"5' 10""","205 lbs.","73""","Orthodox","Apr 03, 1988","",6,3,0,"6' 1""","205 lbs.","74""","Orthodox","Sep 25, 1995"
"Juan","Espino","Jeff","Hughes","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Heavyweight",0,0,"Submission",1,"3:48","El Guapo",11,2,0,"6' 3""","255 lbs.","80""","Orthodox","Oct 09, 1980","Lights Out",10,4,0,"6' 2""","250 lbs.","77""","Orthodox","May 17, 1988"
"Khadis","Ibragimov","Danilo","Marques","UFC 253: Adesanya vs. Costa","September 26, 2020","Abu Dhabi, Abu Dhabi, United Arab Emirates","Male","Light Heavyweight",0,0,"Decision - Unanimous",3,"5:00","",8,4,0,"6' 3""","205 lbs.","78""","Orthodox","May 21, 1995","",11,4,0,"6' 6""","205 lbs.","77""","Orthodox","Dec 26, 1985"
"Colby","Covington","Tyron","Woodley","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"KO/TKO",5,"1:19","Chaos",17,5,0,"5' 11""","170 lbs.","72""","Orthodox","Feb 22, 1988","The Chosen One",19,7,1,"5' 9""","170 lbs.","74""","Orthodox","Apr 07, 1982"
"Donald","Cerrone","Niko","Price","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Welterweight",0,0,"Overturned",3,"5:00","Cowboy",36,17,0,"6' 1""","155 lbs.","73""","Orthodox","Mar 29, 1983","The Hybrid",16,8,0,"6' 0""","170 lbs.","76""","Orthodox","Sep 29, 1989"
"Khamzat","Chimaev","Gerald","Meerschaert","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"KO/TKO",1,"0:17","Borz",14,0,0,"6' 2""","185 lbs.","75""","Orthodox","May 01, 1994","Gm3",37,18,0,"6' 1""","185 lbs.","77""","Southpaw","Dec 18, 1987"
"Johnny","Walker","Ryan","Spann","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Light Heavyweight",0,0,"KO/TKO",1,"2:43","",21,9,0,"6' 6""","205 lbs.","82""","Orthodox","Mar 30, 1992","Superman",22,10,0,"6' 5""","205 lbs.","79""","Orthodox","Aug 24, 1991"
"Mackenzie","Dern","Randa","Markos","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Female","Strawweight",0,0,"Submission",1,"3:44","",15,5,0,"5' 4""","115 lbs.","63""","Orthodox","Mar 24, 1993","Quiet Storm",11,12,1,"5' 4""","115 lbs.","63""","Orthodox","Aug 10, 1985"
"Kevin","Holland","Darren","Stewart","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Middleweight",0,0,"Decision - Split",3,"5:00","Trailblazer",26,13,0,"6' 3""","170 lbs.","81""","Orthodox","Nov 05, 1992","The Dentist",12,8,0,"6' 0""","205 lbs.","74""","Orthodox","Dec 30, 1990"
"Jordan","Espinosa","David","Dvorak","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Flyweight",0,0,"Decision - Unanimous",3,"5:00","The Gamer",15,9,0,"5' 6""","125 lbs.","69""","Orthodox","Nov 08, 1989","Undertaker",20,6,0,"5' 5""","125 lbs.","68""","Orthodox","Jun 05, 1992"
"Mirsad","Bektic","Damon","Jackson","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Submission",3,"1:21","",13,4,0,"5' 8""","145 lbs.","70""","Orthodox","Feb 16, 1991","The Leech",23,8,1,"5' 11""","155 lbs.","71""","Switch","Aug 08, 1988"
"Mayra","Bueno Silva","Mara","Romero Borella","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Female","Flyweight",0,0,"Submission",1,"2:29","Sheetara",10,5,1,"5' 6""","125 lbs.","66""","Orthodox","Aug 22, 1991","",12,9,0,"5' 6""","125 lbs.","69""","Orthodox","Jun 03, 1986"
"Jessica-Rose","Clark","Sarah","Alpar","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Female","Bantamweight",0,0,"KO/TKO",3,"4:21","",11,9,0,"5' 5""","135 lbs.","64""","Orthodox","Nov 28, 1987","Too Sweet",9,6,0,"5' 4""","135 lbs.","63""","Southpaw","Jun 01, 1991"
"Darrick","Minner","TJ","Laramie","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Featherweight",0,0,"Submission",1,"0:52","",26,14,0,"5' 7""","145 lbs.","69""","Orthodox","Apr 28, 1990","",12,5,0,"5' 6""","145 lbs.","66""","Orthodox","Oct 15, 1997"
"Journey","Newson","Randy","Costa","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"KO/TKO",1,"0:41","",10,5,0,"5' 5""","135 lbs.","67""","Orthodox","Mar 07, 1989","The Zohan",6,4,0,"5' 9""","135 lbs.","73""","Switch","Jul 06, 1994"
"Andre","Ewell","Irwin","Rivera","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"Decision - Split",3,"5:00","Mr. Highlight",17,9,0,"5' 8""","145 lbs.","75""","Southpaw","Jan 21, 1988","The Beast",10,6,0,"5' 6""","135 lbs.","67""","Southpaw","Feb 14, 1989"
"Tyson","Nam","Jerome","Rivera","UFC Fight Night: Covington vs. Woodley","September 19, 2020","Las Vegas, Nevada, USA","Male","Bantamweight",0,0,"KO/TKO",2,"0:34","",21,14,1,"5' 7""","125 lbs.","68""","Orthodox","Oct 06, 1983","Renegade",10,6,0,"5' 10""","125 lbs.","72""","Southpaw","Apr 22, 1995"
